Character ID,Character Name,Character Type,Parent ID,State ID,State Name,State Description
50,Peduncle hairs (presence),discrete,,101,Peduncle hairs present,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/13202?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#peduncle-hairs-present","type":2}]
50,Peduncle hairs (presence),discrete,,102,Peduncle hairs absent,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/34775?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#peduncle-hairs-absent","type":2}]
51,Flower merous,grouping,,,,
52,Sepal fusion,discrete,,103,Free to base,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#free-to-base","type":2}]
52,Sepal fusion,discrete,,104,Very shortly united,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#very-shortly-united","type":2}]
52,Sepal fusion,discrete,,105,Clearly united,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#clearly-united","type":2}]
53,Pod width,grouping,,,,
54,Pod curvature,discrete,,106,Straight,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/28650?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#straight","type":2}]
54,Pod curvature,discrete,,107,Slightly curved,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/39759?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#slightly-curved","type":2}]
54,Pod curvature,discrete,,108,Curved,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/39751?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#curved","type":2}]
54,Pod curvature,discrete,,109,Twisted,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/11910?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#twisted","type":2}]
54,Pod curvature,discrete,,110,Openly coiled,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#openly-coiled","type":2}]
54,Pod curvature,discrete,,111,Tightly coiled,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/126716?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#tightly-coiled","type":2}]
54,Pod curvature,discrete,,112,Undulate,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/18518?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#undulate","type":2}]
